,Date,Weather,TempF,TempC,Humidity,Pressure,Location
77,2019-03-19,Partly cloudy,97,36,57,1011,Tiruchirappalli
78,2019-03-20,Partly cloudy,96,36,56,1011,Tiruchirappalli
79,2019-03-21,Partly cloudy,98,36,57,1012,Tiruchirappalli
80,2019-03-22,Patchy rain possible,99,37,58,1012,Tiruchirappalli
81,2019-03-23,Patchy rain possible,100,38,57,1012,Tiruchirappalli
82,2019-03-24,Partly cloudy,100,38,53,1011,Tiruchirappalli
83,2019-03-25,Partly cloudy,100,38,52,1011,Tiruchirappalli
84,2019-03-26,Partly cloudy,99,37,53,1012,Tiruchirappalli
85,2019-03-27,Partly cloudy,99,37,52,1013,Tiruchirappalli
86,2019-03-28,Sunny,102,39,44,1013,Tiruchirappalli
87,2019-03-29,Partly cloudy,99,37,39,1011,Tiruchirappalli
88,2019-03-30,Partly cloudy,99,37,40,1010,Tiruchirappalli
89,2019-03-31,Partly cloudy,103,39,42,1010,Tiruchirappalli
90,2019-04-01,Partly cloudy,102,39,43,1010,Tiruchirappalli
91,2019-04-02,Partly cloudy,101,38,50,1010,Tiruchirappalli
92,2019-04-03,Patchy rain possible,100,38,53,1011,Tiruchirappalli
93,2019-04-04,Partly cloudy,99,37,52,1012,Tiruchirappalli
94,2019-04-05,Partly cloudy,100,38,50,1012,Tiruchirappalli
95,2019-04-06,Partly cloudy,102,39,46,1011,Tiruchirappalli
96,2019-04-07,Partly cloudy,102,39,47,1010,Tiruchirappalli
97,2019-04-08,Patchy rain possible,99,37,54,1009,Tiruchirappalli
98,2019-04-09,Partly cloudy,102,39,49,1009,Tiruchirappalli
99,2019-04-10,Partly cloudy,101,38,49,1010,Tiruchirappalli
100,2019-04-11,Partly cloudy,102,39,49,1010,Tiruchirappalli
101,2019-04-12,Partly cloudy,103,39,48,1009,Tiruchirappalli
102,2019-04-13,Partly cloudy,102,39,50,1009,Tiruchirappalli
103,2019-04-14,Partly cloudy,101,39,50,1010,Tiruchirappalli
104,2019-04-15,Partly cloudy,101,39,50,1010,Tiruchirappalli
105,2019-04-16,Patchy rain possible,102,39,48,1010,Tiruchirappalli
106,2019-04-17,Moderate or heavy rain shower,102,39,50,1010,Tiruchirappalli
107,2019-04-18,Patchy rain possible,102,39,49,1009,Tiruchirappalli
108,2019-04-19,Moderate or heavy rain shower,101,38,51,1009,Tiruchirappalli
109,2019-04-20,Moderate or heavy rain shower,101,38,51,1007,Tiruchirappalli
110,2019-04-21,Patchy rain possible,96,36,52,1007,Tiruchirappalli
111,2019-04-22,Partly cloudy,100,38,52,1007,Tiruchirappalli
112,2019-04-23,Patchy rain possible,99,37,53,1008,Tiruchirappalli
113,2019-04-24,Partly cloudy,101,38,50,1009,Tiruchirappalli
114,2019-04-25,Partly cloudy,100,38,51,1009,Tiruchirappalli
115,2019-04-26,Partly cloudy,103,39,48,1008,Tiruchirappalli
116,2019-04-27,Partly cloudy,102,39,48,1008,Tiruchirappalli
117,2019-04-28,Partly cloudy,103,39,49,1007,Tiruchirappalli
118,2019-04-29,Patchy rain possible,103,40,48,1006,Tiruchirappalli
119,2019-04-30,Partly cloudy,103,39,42,1005,Tiruchirappalli
120,2019-05-01,Patchy light rain,99,37,45,1004,Tiruchirappalli
121,2019-05-02,Partly cloudy,104,40,43,1005,Tiruchirappalli
122,2019-05-03,Partly cloudy,105,41,37,1006,Tiruchirappalli
123,2019-05-04,Partly cloudy,103,40,41,1008,Tiruchirappalli
124,2019-05-05,Partly cloudy,105,40,41,1009,Tiruchirappalli
125,2019-05-06,Partly cloudy,107,42,43,1009,Tiruchirappalli
126,2019-05-07,Thundery outbreaks possible,103,40,47,1008,Tiruchirappalli
127,2019-05-08,Partly cloudy,99,37,46,1008,Tiruchirappalli
128,2019-05-09,Partly cloudy,104,40,43,1007,Tiruchirappalli
129,2019-05-10,Patchy rain possible,105,40,47,1007,Tiruchirappalli
130,2019-05-11,Partly cloudy,104,40,51,1008,Tiruchirappalli
131,2019-05-12,Partly cloudy,102,39,46,1008,Tiruchirappalli
132,2019-05-13,Cloudy,103,39,45,1007,Tiruchirappalli
133,2019-05-14,Moderate rain at times,104,40,46,1006,Tiruchirappalli
134,2019-05-15,Thundery outbreaks possible,102,39,50,1008,Tiruchirappalli
135,2019-05-16,Thundery outbreaks possible,103,40,46,1008,Tiruchirappalli
136,2019-05-17,Cloudy,103,40,47,1008,Tiruchirappalli
137,2019-05-18,Partly cloudy,105,41,48,1007,Tiruchirappalli
138,2019-05-19,Partly cloudy,105,40,48,1007,Tiruchirappalli
139,2019-05-20,Partly cloudy,103,40,47,1008,Tiruchirappalli
140,2019-05-21,Partly cloudy,103,40,47,1008,Tiruchirappalli
141,2019-05-22,Partly cloudy,104,40,49,1008,Tiruchirappalli
142,2019-05-23,Thundery outbreaks possible,104,40,54,1008,Tiruchirappalli
143,2019-05-24,Thundery outbreaks possible,105,40,50,1008,Tiruchirappalli
144,2019-05-25,Partly cloudy,104,40,44,1007,Tiruchirappalli
145,2019-05-26,Partly cloudy,106,41,42,1005,Tiruchirappalli
146,2019-05-27,Patchy rain possible,106,41,45,1005,Tiruchirappalli
147,2019-05-28,Partly cloudy,106,41,45,1005,Tiruchirappalli
148,2019-05-29,Partly cloudy,105,41,44,1005,Tiruchirappalli
149,2019-05-30,Cloudy,104,40,44,1004,Tiruchirappalli
150,2019-05-31,Partly cloudy,98,37,55,1006,Tiruchirappalli
151,2019-06-01,Partly cloudy,102,39,48,1006,Tiruchirappalli
152,2019-06-02,Patchy rain possible,103,40,47,1006,Tiruchirappalli
153,2019-06-03,Moderate or heavy rain with thunder,100,38,54,1006,Tiruchirappalli
154,2019-06-04,Light rain shower,99,37,52,1006,Tiruchirappalli
155,2019-06-05,Thundery outbreaks possible,99,37,53,1004,Tiruchirappalli
156,2019-06-06,Partly cloudy,100,38,53,1005,Tiruchirappalli
157,2019-06-07,Partly cloudy,103,39,48,1005,Tiruchirappalli
158,2019-06-08,Partly cloudy,102,39,46,1005,Tiruchirappalli
159,2019-06-09,Thundery outbreaks possible,102,39,44,1006,Tiruchirappalli
160,2019-06-10,Patchy rain possible,101,38,44,1006,Tiruchirappalli
161,2019-06-11,Partly cloudy,99,37,46,1006,Tiruchirappalli
162,2019-06-12,Partly cloudy,100,38,46,1006,Tiruchirappalli
163,2019-06-13,Partly cloudy,100,38,46,1007,Tiruchirappalli
164,2019-06-14,Partly cloudy,100,38,46,1006,Tiruchirappalli
165,2019-06-15,Patchy rain possible,102,39,46,1007,Tiruchirappalli
166,2019-06-16,Partly cloudy,102,39,45,1007,Tiruchirappalli
167,2019-06-17,Partly cloudy,100,38,45,1007,Tiruchirappalli
168,2019-06-18,Patchy rain possible,101,39,45,1006,Tiruchirappalli
169,2019-06-19,Moderate or heavy rain shower,102,39,47,1005,Tiruchirappalli
170,2019-06-20,Patchy rain possible,99,37,50,1006,Tiruchirappalli
171,2019-06-21,Patchy rain possible,94,34,54,1006,Tiruchirappalli
172,2019-06-22,Patchy rain possible,91,33,55,1005,Tiruchirappalli
173,2019-06-23,Patchy rain possible,97,36,53,1004,Tiruchirappalli
174,2019-06-24,Patchy rain possible,100,38,49,1005,Tiruchirappalli
175,2019-06-25,Partly cloudy,97,36,49,1006,Tiruchirappalli
176,2019-06-26,Patchy rain possible,96,36,51,1007,Tiruchirappalli
177,2019-06-27,Partly cloudy,97,36,49,1006,Tiruchirappalli
178,2019-06-28,Partly cloudy,99,37,46,1006,Tiruchirappalli
179,2019-06-29,Partly cloudy,99,37,46,1006,Tiruchirappalli
180,2019-06-30,Partly cloudy,96,35,48,1006,Tiruchirappalli
181,2019-07-01,Overcast,101,39,48,1005,Tiruchirappalli
182,2019-07-02,Partly cloudy,98,37,46,1005,Tiruchirappalli
183,2019-07-03,Partly cloudy,101,38,45,1006,Tiruchirappalli
184,2019-07-04,Patchy rain possible,99,37,45,1006,Tiruchirappalli
185,2019-07-05,Patchy rain possible,98,36,46,1006,Tiruchirappalli
186,2019-07-06,Partly cloudy,96,36,44,1006,Tiruchirappalli
187,2019-07-07,Partly cloudy,100,38,41,1007,Tiruchirappalli
188,2019-07-08,Patchy rain possible,100,38,44,1007,Tiruchirappalli
189,2019-07-09,Patchy rain possible,99,37,45,1007,Tiruchirappalli
190,2019-07-10,Light rain shower,98,36,48,1007,Tiruchirappalli
191,2019-07-11,Light rain shower,98,37,47,1008,Tiruchirappalli
192,2019-07-12,Partly cloudy,100,38,49,1009,Tiruchirappalli
193,2019-07-13,Patchy rain possible,98,37,52,1009,Tiruchirappalli
194,2019-07-14,Torrential rain shower,97,36,60,1008,Tiruchirappalli
195,2019-07-15,Patchy rain possible,97,36,60,1007,Tiruchirappalli
196,2019-07-16,Partly cloudy,98,37,56,1007,Tiruchirappalli
197,2019-07-17,Patchy rain possible,97,36,57,1005,Tiruchirappalli
198,2019-07-18,Patchy rain possible,96,36,61,1004,Tiruchirappalli
199,2019-07-19,Patchy rain possible,88,31,67,1003,Tiruchirappalli
200,2019-07-20,Partly cloudy,93,34,55,1004,Tiruchirappalli
201,2019-07-21,Patchy rain possible,93,34,55,1004,Tiruchirappalli
202,2019-07-22,Moderate or heavy rain shower,83,28,72,1005,Tiruchirappalli
203,2019-07-23,Moderate or heavy rain shower,89,32,63,1005,Tiruchirappalli
204,2019-07-24,Light rain shower,95,35,59,1006,Tiruchirappalli
205,2019-07-25,Light rain shower,95,35,62,1008,Tiruchirappalli
206,2019-07-26,Cloudy,93,34,64,1008,Tiruchirappalli
207,2019-07-27,Partly cloudy,91,33,55,1007,Tiruchirappalli
208,2019-07-28,Patchy rain possible,95,35,52,1007,Tiruchirappalli
209,2019-07-29,Patchy rain possible,95,35,52,1007,Tiruchirappalli
210,2019-07-30,Partly cloudy,97,36,52,1008,Tiruchirappalli
211,2019-07-31,Patchy rain possible,98,37,50,1009,Tiruchirappalli
212,2019-08-01,Partly cloudy,97,36,50,1009,Tiruchirappalli
213,2019-08-02,Partly cloudy,97,36,46,1008,Tiruchirappalli
214,2019-08-03,Partly cloudy,96,35,47,1008,Tiruchirappalli
215,2019-08-04,Partly cloudy,95,35,46,1008,Tiruchirappalli
216,2019-08-05,Partly cloudy,95,35,46,1007,Tiruchirappalli
217,2019-08-06,Patchy rain possible,96,35,48,1006,Tiruchirappalli
218,2019-08-07,Overcast,94,34,52,1006,Tiruchirappalli
219,2019-08-08,Moderate or heavy rain shower,92,34,61,1006,Tiruchirappalli
220,2019-08-09,Patchy light drizzle,86,30,69,1007,Tiruchirappalli
221,2019-08-10,Light rain shower,92,33,60,1007,Tiruchirappalli
222,2019-08-11,Light rain shower,92,33,58,1007,Tiruchirappalli
223,2019-08-12,Patchy rain possible,95,35,56,1007,Tiruchirappalli
224,2019-08-13,Patchy rain possible,93,34,59,1007,Tiruchirappalli
225,2019-08-14,Light rain shower,92,33,64,1008,Tiruchirappalli
226,2019-08-15,Patchy rain possible,95,35,55,1008,Tiruchirappalli
227,2019-08-16,Torrential rain shower,94,35,63,1008,Tiruchirappalli
228,2019-08-17,Light rain shower,81,27,80,1008,Tiruchirappalli
229,2019-08-18,Light drizzle,84,29,76,1008,Tiruchirappalli
230,2019-08-19,Light rain shower,91,33,68,1008,Tiruchirappalli
231,2019-08-20,Light rain shower,92,34,64,1008,Tiruchirappalli
232,2019-08-21,Moderate or heavy rain shower,90,32,67,1007,Tiruchirappalli
233,2019-08-22,Patchy rain possible,89,32,66,1008,Tiruchirappalli
234,2019-08-23,Partly cloudy,91,33,61,1008,Tiruchirappalli
235,2019-08-24,Patchy rain possible,93,34,58,1008,Tiruchirappalli
236,2019-08-25,Light rain shower,87,30,66,1008,Tiruchirappalli
237,2019-08-26,Light rain shower,85,29,72,1008,Tiruchirappalli
238,2019-08-27,Light rain shower,83,28,72,1008,Tiruchirappalli
239,2019-08-28,Light rain shower,86,30,67,1008,Tiruchirappalli
240,2019-08-29,Partly cloudy,93,34,59,1007,Tiruchirappalli
241,2019-08-30,Patchy rain possible,90,32,60,1006,Tiruchirappalli
242,2019-08-31,Partly cloudy,94,34,55,1005,Tiruchirappalli
243,2019-09-01,Light rain shower,90,32,59,1006,Tiruchirappalli
244,2019-09-02,Light rain shower,92,34,58,1008,Tiruchirappalli
245,2019-09-03,Light rain shower,92,33,58,1007,Tiruchirappalli
246,2019-09-04,Partly cloudy,92,34,55,1007,Tiruchirappalli
247,2019-09-05,Patchy rain possible,95,35,53,1007,Tiruchirappalli
248,2019-09-06,Partly cloudy,95,35,51,1006,Tiruchirappalli
249,2019-09-07,Partly cloudy,95,35,49,1007,Tiruchirappalli
250,2019-09-08,Partly cloudy,95,35,48,1008,Tiruchirappalli
251,2019-09-09,Partly cloudy,96,35,49,1008,Tiruchirappalli
252,2019-09-10,Patchy rain possible,98,37,50,1007,Tiruchirappalli
253,2019-09-11,Moderate or heavy rain shower,92,33,64,1009,Tiruchirappalli
254,2019-09-12,Light rain shower,87,30,69,1010,Tiruchirappalli
255,2019-09-13,Light rain shower,94,34,63,1010,Tiruchirappalli
256,2019-09-14,Patchy rain possible,94,34,63,1010,Tiruchirappalli
257,2019-09-15,Torrential rain shower,93,34,67,1009,Tiruchirappalli
258,2019-09-16,Light rain shower,93,34,65,1008,Tiruchirappalli
259,2019-09-17,Light rain shower,91,33,65,1007,Tiruchirappalli
260,2019-09-18,Moderate or heavy rain shower,92,33,65,1007,Tiruchirappalli
261,2019-09-19,Moderate or heavy rain shower,91,33,66,1007,Tiruchirappalli
262,2019-09-20,Patchy rain possible,92,34,66,1007,Tiruchirappalli
263,2019-09-21,Light rain shower,94,34,65,1007,Tiruchirappalli
264,2019-09-22,Light rain shower,90,32,71,1008,Tiruchirappalli
265,2019-09-23,Moderate or heavy rain shower,90,32,75,1008,Tiruchirappalli
266,2019-09-24,Light rain shower,84,29,76,1007,Tiruchirappalli
267,2019-09-25,Torrential rain shower,86,30,79,1008,Tiruchirappalli
268,2019-09-26,Patchy rain possible,87,30,77,1011,Tiruchirappalli
269,2019-09-27,Moderate or heavy rain shower,90,32,72,1013,Tiruchirappalli
270,2019-09-28,Light rain shower,89,32,71,1012,Tiruchirappalli
271,2019-09-29,Cloudy,89,32,68,1012,Tiruchirappalli
272,2019-09-30,Moderate or heavy rain shower,87,31,74,1012,Tiruchirappalli
273,2019-10-01,Patchy rain possible,92,33,70,1012,Tiruchirappalli
274,2019-10-02,Patchy rain possible,93,34,67,1011,Tiruchirappalli
275,2019-10-03,Light rain shower,90,32,70,1010,Tiruchirappalli
276,2019-10-04,Partly cloudy,94,34,64,1010,Tiruchirappalli
277,2019-10-05,Patchy rain possible,93,34,64,1009,Tiruchirappalli
278,2019-10-06,Partly cloudy,94,34,64,1009,Tiruchirappalli
279,2019-10-07,Patchy rain possible,93,34,65,1010,Tiruchirappalli
280,2019-10-08,Patchy rain possible,95,35,62,1009,Tiruchirappalli
281,2019-10-09,Patchy rain possible,94,34,62,1009,Tiruchirappalli
282,2019-10-10,Partly cloudy,94,34,61,1009,Tiruchirappalli
283,2019-10-11,Patchy rain possible,94,34,64,1009,Tiruchirappalli
284,2019-10-12,Cloudy,93,34,65,1009,Tiruchirappalli
285,2019-10-13,Moderate or heavy rain shower,90,32,70,1010,Tiruchirappalli
286,2019-10-14,Light rain shower,90,32,71,1010,Tiruchirappalli
287,2019-10-15,Moderate or heavy rain shower,88,31,75,1010,Tiruchirappalli
288,2019-10-16,Moderate or heavy rain shower,89,32,74,1009,Tiruchirappalli
289,2019-10-17,Moderate or heavy rain shower,86,30,80,1010,Tiruchirappalli
290,2019-10-18,Torrential rain shower,87,30,78,1010,Tiruchirappalli
291,2019-10-19,Patchy rain possible,88,31,76,1010,Tiruchirappalli
292,2019-10-20,Moderate or heavy rain shower,89,32,77,1010,Tiruchirappalli
293,2019-10-21,Moderate or heavy rain shower,87,30,82,1009,Tiruchirappalli
294,2019-10-22,Patchy light drizzle,79,26,89,1008,Tiruchirappalli
295,2019-10-23,Light rain shower,86,30,80,1008,Tiruchirappalli
296,2019-10-24,Patchy rain possible,79,26,86,1008,Tiruchirappalli
297,2019-10-25,Light rain shower,84,29,82,1009,Tiruchirappalli
298,2019-10-26,Light rain shower,85,30,78,1010,Tiruchirappalli
299,2019-10-27,Moderate or heavy rain shower,86,30,77,1010,Tiruchirappalli
300,2019-10-28,Patchy rain possible,85,30,79,1011,Tiruchirappalli
301,2019-10-29,Light rain shower,84,29,84,1011,Tiruchirappalli
302,2019-10-30,Moderate or heavy rain shower,79,26,90,1011,Tiruchirappalli
303,2019-10-31,Light rain shower,81,27,90,1011,Tiruchirappalli
304,2019-11-01,Partly cloudy,88,31,74,1010,Tiruchirappalli
305,2019-11-02,Patchy rain possible,86,30,79,1011,Tiruchirappalli
306,2019-11-03,Patchy rain possible,86,30,79,1012,Tiruchirappalli
307,2019-11-04,Partly cloudy,86,30,78,1013,Tiruchirappalli
308,2019-11-05,Partly cloudy,88,31,74,1011,Tiruchirappalli
309,2019-11-06,Patchy rain possible,87,31,76,1010,Tiruchirappalli
310,2019-11-07,Patchy rain possible,87,31,78,1010,Tiruchirappalli
311,2019-11-08,Moderate or heavy rain shower,88,31,78,1009,Tiruchirappalli
312,2019-11-09,Moderate or heavy rain shower,87,30,81,1010,Tiruchirappalli
313,2019-11-10,Moderate or heavy rain shower,87,31,79,1010,Tiruchirappalli
314,2019-11-11,Moderate or heavy rain shower,86,30,80,1010,Tiruchirappalli
315,2019-11-12,Patchy rain possible,85,29,82,1011,Tiruchirappalli
316,2019-11-13,Light rain shower,85,30,80,1012,Tiruchirappalli
317,2019-11-14,Light rain shower,85,30,79,1011,Tiruchirappalli
318,2019-11-15,Light rain shower,83,28,87,1011,Tiruchirappalli
319,2019-11-16,Light rain shower,86,30,83,1011,Tiruchirappalli
320,2019-11-17,Patchy rain possible,86,30,83,1011,Tiruchirappalli
321,2019-11-18,Torrential rain shower,85,30,82,1011,Tiruchirappalli
322,2019-11-19,Light rain shower,86,30,82,1011,Tiruchirappalli
323,2019-11-20,Light rain shower,85,30,83,1010,Tiruchirappalli
324,2019-11-21,Patchy rain possible,86,30,82,1011,Tiruchirappalli
325,2019-11-22,Light rain shower,82,28,85,1012,Tiruchirappalli
326,2019-11-23,Light rain shower,83,28,82,1012,Tiruchirappalli
327,2019-11-24,Light rain shower,82,28,81,1012,Tiruchirappalli
328,2019-11-25,Moderate or heavy rain shower,83,29,81,1012,Tiruchirappalli
329,2019-11-26,Patchy rain possible,83,28,82,1011,Tiruchirappalli
330,2019-11-27,Light rain shower,84,29,83,1011,Tiruchirappalli
331,2019-11-28,Moderate or heavy rain shower,83,28,87,1011,Tiruchirappalli
332,2019-11-29,Moderate or heavy rain shower,82,28,87,1011,Tiruchirappalli
333,2019-11-30,Moderate or heavy rain shower,83,28,87,1011,Tiruchirappalli
334,2019-12-01,Torrential rain shower,83,28,88,1011,Tiruchirappalli
335,2019-12-02,Light rain shower,79,26,90,1012,Tiruchirappalli
336,2019-12-03,Patchy rain possible,84,29,85,1012,Tiruchirappalli
337,2019-12-04,Light rain shower,83,29,84,1013,Tiruchirappalli
338,2019-12-05,Patchy rain possible,81,27,80,1014,Tiruchirappalli
339,2019-12-06,Partly cloudy,80,27,77,1014,Tiruchirappalli
340,2019-12-07,Moderate or heavy rain shower,81,27,83,1013,Tiruchirappalli
341,2019-12-08,Patchy rain possible,82,28,81,1014,Tiruchirappalli
342,2019-12-09,Light rain shower,82,28,81,1014,Tiruchirappalli
343,2019-12-10,Patchy rain possible,82,28,81,1012,Tiruchirappalli
344,2019-12-11,Partly cloudy,82,28,80,1011,Tiruchirappalli
345,2019-12-12,Partly cloudy,83,28,79,1012,Tiruchirappalli
346,2019-12-13,Moderate or heavy rain shower,82,28,82,1012,Tiruchirappalli
347,2019-12-14,Moderate or heavy rain shower,82,28,84,1013,Tiruchirappalli
348,2019-12-15,Patchy rain possible,83,28,80,1013,Tiruchirappalli
349,2019-12-16,Moderate or heavy rain shower,82,28,80,1013,Tiruchirappalli
350,2019-12-17,Cloudy,81,27,79,1013,Tiruchirappalli
351,2019-12-18,Patchy rain possible,82,28,80,1014,Tiruchirappalli
352,2019-12-19,Light rain shower,83,29,79,1013,Tiruchirappalli
353,2019-12-20,Light rain shower,83,28,79,1012,Tiruchirappalli
354,2019-12-21,Patchy rain possible,83,28,79,1013,Tiruchirappalli
355,2019-12-22,Patchy rain possible,82,28,79,1013,Tiruchirappalli
356,2019-12-23,Patchy rain possible,82,28,78,1014,Tiruchirappalli
357,2019-12-24,Light rain shower,82,28,81,1013,Tiruchirappalli
358,2019-12-25,Light rain shower,80,27,88,1013,Tiruchirappalli
359,2019-12-26,Patchy rain possible,80,27,82,1013,Tiruchirappalli
360,2019-12-27,Partly cloudy,82,28,77,1013,Tiruchirappalli
361,2019-12-28,Patchy rain possible,82,28,76,1013,Tiruchirappalli
362,2019-12-29,Patchy rain possible,82,28,79,1013,Tiruchirappalli
363,2019-12-30,Patchy rain possible,83,28,80,1013,Tiruchirappalli
364,2019-12-31,Patchy rain possible,83,28,81,1014,Tiruchirappalli
365,2020-01-01,Light rain shower,85,30,81,1014,Tiruchirappalli
366,2020-01-02,Patchy rain possible,87,31,81,1015,Tiruchirappalli
367,2020-01-03,Light rain shower,87,30,82,1014,Tiruchirappalli
368,2020-01-04,Patchy rain possible,87,30,81,1012,Tiruchirappalli
369,2020-01-05,Patchy rain possible,86,30,79,1012,Tiruchirappalli
370,2020-01-06,Patchy rain possible,85,30,81,1014,Tiruchirappalli
371,2020-01-07,Patchy rain possible,84,29,81,1014,Tiruchirappalli
372,2020-01-08,Partly cloudy,86,30,76,1013,Tiruchirappalli
373,2020-01-09,Partly cloudy,85,30,73,1013,Tiruchirappalli
374,2020-01-10,Partly cloudy,85,29,72,1013,Tiruchirappalli
375,2020-01-11,Partly cloudy,85,29,73,1014,Tiruchirappalli
376,2020-01-12,Patchy rain possible,84,29,77,1013,Tiruchirappalli
377,2020-01-13,Patchy rain possible,83,29,75,1012,Tiruchirappalli
378,2020-01-14,Partly cloudy,85,30,68,1012,Tiruchirappalli
379,2020-01-15,Partly cloudy,84,29,67,1013,Tiruchirappalli
